Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.876050591468811,0.3852737545967102,0.9069544672966003,0.26990222930908203
2,0.9225736260414124,0.22383573651313782,0.9219470024108887,0.21979613602161407
3,0.9374175667762756,0.18199466168880463,0.9358534216880798,0.1854812353849411
4,0.9455894827842712,0.15727591514587402,0.9413487315177917,0.17145778238773346
5,0.9497271776199341,0.14300857484340668,0.9404500722885132,0.17117324471473694
6,0.9555457830429077,0.12686319649219513,0.9442968368530273,0.1668737530708313
7,0.9609764814376831,0.11173709481954575,0.9489322900772095,0.15511749684810638
8,0.9640280604362488,0.10503062605857849,0.9504257440567017,0.14610140025615692
9,0.9667950868606567,0.0934002548456192,0.9487060308456421,0.15863212943077087
10,0.968320906162262,0.08913862705230713,0.9463397860527039,0.16930457949638367
11,0.971139669418335,0.0804382711648941,0.950225293636322,0.15472842752933502
12,0.9731050729751587,0.07636754959821701,0.9510011076927185,0.15547128021717072
13,0.975665271282196,0.06711773574352264,0.9448269605636597,0.1742766946554184
14,0.9761307239532471,0.06706885993480682,0.9548413753509521,0.1485714167356491
15,0.9773979187011719,0.06255671381950378,0.9496757984161377,0.16960352659225464
16,0.9795960783958435,0.05678322911262512,0.954595685005188,0.1577225774526596
17,0.9812511205673218,0.051698315888643265,0.950632631778717,0.1755695790052414
18,0.9807597994804382,0.05558525025844574,0.9514407515525818,0.18074479699134827
19,0.9832941293716431,0.04721693694591522,0.9523135423660278,0.18015015125274658
20,0.9844061136245728,0.045375924557447433,0.9525656700134277,0.17836493253707886
